"status","label","pdf_name","matched_program","match_method","program_id"
"4","Club","Southern Methodist Univ.","Southern Methodist University","exact","Ycl3odbhC4v57C38a4E7"
"4","Club","Southwest Minnesota State Univ.","Southwest Minnesota State University","exact","YHebq62x20Qzo0UneDMR"
"4","Club","Spring Hill College","Spring Hill College","exact","sA88wfoqorWkzSq8HCMQ"
"4","Club","Springfield College","Springfield College","exact","IR3sVxeAFgKQaIiVDdrw"
"4","Club","St. Francis Univ.","St. Francis College","fuzzy 1.00","gCcszO8ON3VvV8BgvyuP"
"4","Club","St. John's Univ.","St. John's University","exact","Du8knaPZkb8jFwVr2MMB"
"4","Club","St. Lawrence Univ.","St. Lawrence University","exact","fluaYSaTnPIr2D8D1JGG"
"4","Club","St. Michael's College","St. Michael's College","exact","BH0lbINaKIHjgqJ8uCof"
"4","Club","St. Olaf College","St. Olaf College","exact","LawFfwgYl6EFw2yw2Tkh"
"4","Club","Stonehill College","Stonehill College","exact","gZZpomVyeDf7Ey0vYoTV"
"4","Club","Stony Brook","Stony Brook University (SUNY)","contains","sOcofQkhwGQG5zqnRIwV"
"4","Club","SUNY - Brockport","SUNY Brockport","exact","zQgFNPljwLuBIiGp7DtS"
"4","Club","SUNY - Buffalo State College","SUNY Buffalo State College","exact","ephzerik188r8Jw1JYjn"
"4","Club","SUNY - Fredonia","SUNY Fredonia","exact","IWjqtkug0VRJBAf7DrLd"
"4","Club","SUNY - Geneseo","SUNY Geneseo","exact","BZr8PXdtpEGLe9uwcez6"
"4","Club","SUNY - Maritime College","SUNY Maritime College","exact","MjJeEeFTkKYl8ZATfjVo"
"4","Club","SUNY - New Paltz","SUNY New Paltz","exact","vfakCSoCl0PRkncR80W5"
"4","Club","SUNY - Oneonta","SUNY Oneonta","exact","wU9qcyru5Tcp8sxPqdZL"
"4","Club","SUNY Oswego","SUNY Oswego","exact","yByohZ2BtynJc9WLC3xM"
"4","Club","SUNY - Plattsburgh","SUNY Plattsburgh","exact","DRC1yfb3MF1AFvFIcq0X"
"4","Club","SUNY - Potsdam","SUNY Potsdam","exact","3WMArrnnJ0kDVpELkAwD"
"4","Club","Susquehanna Univ.","Susquehanna University","exact","ENaEdr3s0lcJXxoOgNA9"
"4","Club","Swarthmore College","Swarthmore College","exact","IKu72oQFaBisL0MpMbIH"
"4","Club","Taylor Univ.","Taylor University","exact","jDeO5zHFHbKIpzrV7r31"
"4","Club","Temple","Temple University","contains","leALfKXgpsAsLlVKeJ4p"
"4","Club","Tennessee Tech","Tennessee Tech University","fuzzy 1.00","0qXI8C9YsQLNSP2W1bl0"
"4","Club","Texas A&M Univ. - Corpus Christi","Texas A&M University-Corpus Christi","exact","FS6Uh3YN3yv2WlCHdLp6"
"4","Club","Texas Christian","Texas Christian University","contains","oxxYNMYZ6tuHF6FhT8Hd"
"4","Club","Texas Christian Univ.","Texas Christian University","exact","oxxYNMYZ6tuHF6FhT8Hd"
"4","Club","Texas State","Texas State University","contains","q0awgR7mYOBqZeLo5oDK"
"4","Club","The Citadel","The Citadel","exact","SNyypVLFWvqlm8EIuoob"
"4","Club","The College of New Jersey","The College of New Jersey","exact","4UxbdkaQtYXcfp6ZfpBE"
"4","Club","Thomas College","Thomas College","exact","zhaufhPHWronHFGgf4ar"
"4","Club","Tiffin Univ.","Tiffin University","exact","BFq2T1J1euzq6wKNVYNd"
"4","Club","Towson","Towson University","contains","w889niiwi4nAPXcPqv3u"
"4","Club","Trinity College","Trinity College","exact","L69wIVRJd8lAuxjXE9WW"
"4","Club","Trinity Univ. San Antonio","Trinity University","contains","2ZkXwv2SmxKcOZKb0GxL"
"4","Club","Truman State","Truman State University","contains","oYHQnLSHQb5NtsFxjRYf"
"4","Club","Tufts Univ.","Tufts University","exact","UHqO3sBmDIeWuqWidfT6"
"4","Club","Tulane Univ.","Tulane University","exact","xlzmRGZ4hvF9RFtt9sUH"
"4","Club","Union College","Union College","exact","U5cyuNeBfa5DMO49Q7ji"
"4","Club","Air Force","United States Air Force Academy","alias","kps1ag8qylrZux6qQ2ln"
"4","Club","SUNY Albany","University at Albany (SUNY)","fuzzy 1.00","sc6O976KmvfOn4uoAvu2"
"4","Club","Alabama","University of Alabama","tiebreak","sgo0OBA5mmGOViH6FUqU"
"4","Club","Univ. of Alabama - Huntsville","University of Alabama","contains","sgo0OBA5mmGOViH6FUqU"
"4","Club","Arkansas","University of Arkansas","tiebreak","k58DDP3lnE48J7DYuAhW"
"4","Club","UC Davis","University of California, Davis","alias","Ug7gwmrpcO1MMLCqhT9w"
"4","Club","UC San Diego","University of California, San Diego","alias","GxIv6pyLFYsO3ZAcSjjC"
"4","Club","UCSB","University of California, Santa Barbara","alias","PbmpZNF31EqeIS0WXeiO"
"4","Club","UCSC","University of California, Santa Cruz","alias","TxibOeGTj56xMNzU2MVA"
"4","Club","Central Florida","University of Central Florida","contains","6bHpOhcbzWr1hP3rOq31"
"4","Club","Central Missouri","University of Central Missouri","contains","4G0mK3hllNlTXyLXyyR4"
"4","Club","Chicago","University of Chicago","tiebreak","0phQgI4gU1dMjmg599cg"
"4","Club","Cincinnati","University of Cincinnati","contains","xpcMhfqMG36NDfh55FOb"
"4","Club","Univ. of Colorado at Colorado Springs","University of Colorado Colorado Springs","fuzzy 1.00","uyKnJYxfb8YhnEoIBpQM"
"4","Club","UConn","University of Connecticut","alias","5PIat6YQAYOnOjtBj32a"
"4","Club","Univ. of Dallas","University of Dallas","exact","LPwviYIVrf5pQGQWXEOT"
"4","Club","Dallas","University of Dallas","tiebreak","LPwviYIVrf5pQGQWXEOT"
"4","Club","Dayton","University of Dayton","contains","MwGNOjiGdgXYDQJe7Nc7"
"4","Club","Delaware","University of Delaware","contains","s8MWmExkIBR5w1fFHx0r"
"4","Club","Florida","University of Florida","tiebreak","56n7RCkV5ekUozEOybUv"
"4","Club","Georgia","University of Georgia","tiebreak","gkNuNENXeo7FWXckhnJc"
"4","Club","Univ. of Hartford","University of Hartford","exact","jaxbU4RUb1f6w4EyQJL9"
"4","Club","Houston","University of Houston","tiebreak","M5pjYmzJXD9zPRhs57gP"
"4","Club","Univ. of Idaho","University of Idaho","exact","zoLGCxKF26PO04qOZwqY"
"4","Club","Iowa","University of Iowa","tiebreak","SNyQRBGqxeppzb5VJuoj"
"4","Club","Kansas","University of Kansas","tiebreak","97KGpG3BYSKOZG5fhceW"
"4","Club","Univ. of Louisiana - Lafayette","University of Louisiana at Lafayette","fuzzy 1.00","5hoZYmir2GjECkYtsocu"
"4","Club","Univ. of Maine - Farmington","University of Maine","contains","i5mVMx3cZZQ6akEfrBJZ"
"4","Club","Maine-Orono","University of Maine - Orono","contains","yi3smGBmVcov6J6CXiO0"
"4","Club","Maryland","University of Maryland","tiebreak","XQ8vmpm7aiDcMZPfrE3B"
"4","Club","UMBC","University of Maryland, Baltimore County","alias","US2upWPSPIYvQENItcyl"
"4","Club","UMass","University of Massachusetts Amherst","alias","Y04uDAPej40sbzR40ot6"
"4","Club","Univ. of Massachusetts - Dartmouth","University of Massachusetts Dartmouth","exact","aIzXGvre4a7zzUSu9W2b"
"4","Club","Memphis","University of Memphis","contains","2C05Mnv4ejShHn5Vh2r4"
"4","Club","Miami","University of Miami","tiebreak","AjPa0AVV4AroqB4RW3iD"
"4","Club","Michigan","University of Michigan","tiebreak","pKQbIGe6HbQudseHgiWM"
"4","Club","Minnesota-Duluth","University of Minnesota Duluth","contains","Ukb5ELafrMdrYz8D5AfO"
"4","Club","Univ. of Minnesota - Morris","University of Minnesota Morris","exact","g0E6hbJ8p5Kr9L3skrkQ"
"4","Club","MIssouri","University of Missouri","tiebreak","2URm1kEW3q04xMBTwdz4"
"4","Club","Montana","University of Montana","tiebreak","7CBv456nQGiGE22rTu3q"
"4","Club","Nevada-Reno","University of Nevada, Reno","contains","Vvtu25DqakUOdiVuF7xX"
"4","Club","Univ. of New England","University of New England","exact","rBmFSg7yT8LapH4TJJqy"
"4","Club","New Hampshire","University of New Hampshire","contains","jTgTaA2qRKz1PE1tcWLY"
"4","Club","Univ. of New Haven","University of New Haven","exact","T78PKaEiia3mVninkWIW"
"4","Club","Univ. of New Mexico","University of New Mexico","exact","ojEVbbbYX6PlVPXJxVJo"
"4","Club","Univ. of North Alabama","University of North Alabama","exact","SyQOGcH5MvAxWdkwYNqr"
"4","Club","UNC Chapel Hill","University of North Carolina at Chapel Hill","alias","lM69OmSjvLADIUJ6cNFw"
"4","Club","UNC Charlotte","University of North Carolina at Charlotte","alias","5FiljzJkdSXkBIntiAoF"
"4","Club","Univ. of North Carolina Greensboro","University of North Carolina at Greensboro","fuzzy 1.00","RyTBesbx7mJrcwRnUHh0"
"4","Club","North Dakota","University of North Dakota","tiebreak","odnDyUgRIFR3vjUVlE0u"
"4","Club","North Florida","University of North Florida","contains","MxW1zPtRNDs303D8MFXO"
"4","Club","North Georgia","University of North Georgia","contains","ciFEHcMD42usVeZ5lxi4"
"4","Club","Univ. of North Georgia","University of North Georgia","exact","ciFEHcMD42usVeZ5lxi4"
"4","Club","Univ. of Northern Colorado","University of Northern Colorado","exact","F9rS7mjT7vsMMKIdTwlj"
"4","Club","Northern Iowa","University of Northern Iowa","contains","grM0FnRMxUODmn0YyPfv"
"4","Club","Oklahoma","University of Oklahoma","tiebreak","NCmuOlp30V8UF0tq4PR2"
"4","Club","Oregon","University of Oregon","tiebreak","N8Gcm1cn6H0CsISCtx6k"
"4","Club","Penn","University of Pennsylvania","alias","c9wqbRt3HmG7qlPy4Ehq"
"4","Club","Pitt","University of Pittsburgh","alias","GwxAs6R9fpMrqbtF4cmd"
"4","Club","Pittsburgh","University of Pittsburgh","tiebreak","GwxAs6R9fpMrqbtF4cmd"
"4","Club","Univ. of Pittsburgh - Johnstown","University of Pittsburgh","contains","GwxAs6R9fpMrqbtF4cmd"
"4","Club","Univ. of Puget Sound","University of Puget Sound","exact","xMDBmeFZbAw4GmqcdVjB"
"4","Club","Rhode Island","University of Rhode Island","contains","VtcBpTPe4ml0jYzgsXFi"
"4","Club","Richmond","University of Richmond","contains","Zcoi6KVlhj0K6J6GWHlF"
"4","Club","Univ. of Richmond","University of Richmond","exact","Zcoi6KVlhj0K6J6GWHlF"
"4","Club","Univ. of Rochester","University of Rochester","exact","6tVCtndtDJRzJU8jyjZi"
"4","Club","Scranton","University of Scranton","contains","UZkeAYtLzfr81C98Gby5"
"4","Club","South Florida","University of South Florida","contains","KyjqqAGdN4zepPtynKAJ"
"4","Club","USC","University of Southern California","alias","giYEWvkX93KOoYcNes23"
"4","Club","Univ. of Southern Indiana","University of Southern Indiana","exact","PIXRQT3Xc9jkU52npyiy"
"4","Club","St. Thomas (MN)","University of St. Thomas","alias","CT54LuNOevBTqP7RvLHU"
"4","Club","Univ. of Texas - Dallas","University of Texas at Dallas","fuzzy 1.00","e2lVZa3p5zQxIqmRplKe"
"4","Club","UTEP","University of Texas at El Paso","alias","eRRe22eWdT63YPsdKQM6"
"4","Club","Utah","University of Utah","tiebreak","dqS1tmLkUkbbFwrxj8LS"
"4","Club","Vermont","University of Vermont","contains","MjWGZ3zQ8hENkK9MiGvJ"
"4","Club","Univ. of Virginia","University of Virginia","exact","3UE6VNOCdbvWucO1z0o3"
"4","Club","Virginia","University of Virginia","tiebreak","3UE6VNOCdbvWucO1z0o3"
"4","Club","Washington","University of Washington","tiebreak","SVEtUS0NWIdEviuvYD4g"
"4","Club","Wisconsin-Milwaukee","University of Wisconsin-Milwaukee","contains","oMHXJaFt4uqKYLBtJyX5"
"4","Club","Wisconsin-Platteville","University of Wisconsin-Platteville","contains","rDspdulhDc0PE2EXWWDg"
"4","Club","Univ. of Wisconsin - Stout","University of Wisconsin-Stout","exact","pugrxUuHc3UZMDdjRWeD"
"4","Club","Wisconsin-Whitewater","University of Wisconsin-Whitewater","contains","QDb4ltPjHKyAddQBS2LI"
"4","Club","Wyoming","University of Wyoming","contains","pMlReMUA8X7T5tEHhQJv"
"4","Club","Ursinus College","Ursinus College","exact","PToI6LAZ4Nn7BuFfwP9v"
"4","Club","Utah State","Utah State University","contains","8HPnmTHMIyh95ikYx1Vq"
"4","Club","Utah Valley","Utah Valley University","contains","vkSXE1S2iij96Grf3m7h"
"4","Club","Valdosta State Univ.","Valdosta State University","exact","ZjRTEsTvvZtF2rsBswIM"
"4","Club","Valdosta State","Valdosta State University","contains","ZjRTEsTvvZtF2rsBswIM"
"4","Club","Valley Forge Military College","Valley Forge Military College","exact","spDULyn3s5Iof2E7nXD4"
"4","Club","Vanderbilt Univ.","Vanderbilt University","exact","6f6v61YSuenTh5sCQCyV"
"4","Club","Villanova","Villanova University","contains","vhVmuYTlLXmZ1hOwOGzX"
"4","Club","Virginia Commonwealth Univ.","Virginia Commonwealth University","exact","ME7ielcuxAwkWbSV3G3Z"
"4","Club","VCU","Virginia Commonwealth University","alias","ME7ielcuxAwkWbSV3G3Z"
"4","Club","VMI","Virginia Military Institute","alias","of4NHQ8Gm54WG2D3YpWN"
"4","Club","Virginia Tech","Virginia Polytechnic Institute and State University","alias","zeuaC15k1LJX1ZDipBtn"
"4","Club","Wabash College","Wabash College","exact","jnxsghXg1aIT0C0y9akV"
"4","Club","Wake Forest Univ.","Wake Forest University","exact","Qp3wLpdtN2Nj2w9SbOKu"
"4","Club","Washington and Lee Univ.","Washington and Lee University","exact","TsiMxXD8A0d5H7yu2T5G"
"4","Club","Washington State Univ.","Washington State University","exact","mJZLTPZV8YJKP2TF8ZDt"
"4","Club","Wash U (St. Louis)","Washington University in St. Louis","alias","aVV8oTBUvt1sVO0fKsiV"
"4","Club","Weber State Univ.","Weber State University","exact","PxAnJEQblXLGn4gRAZiG"
"4","Club","Wentworth Institute of Technology","Wentworth Institute of Technology","exact","FdTt2HYDmKg0NamI8nPj"
"4","Club","Wesleyan Univ.","Wesleyan University","exact","K0rQKGSByfauxyeyn7B5"
"4","Club","Ohio Wesleyan Univ.","Wesleyan University","contains","K0rQKGSByfauxyeyn7B5"
"4","Club","West Chester","West Chester University of Pennsylvania","contains","ryut4GthWbgvXvton53Q"
"4","Club","West Virginia Univ.","West Virginia University","exact","ZkzBbicAdWtdRLcGX4wH"
"4","Club","Western Carolina Univ.","Western Carolina University","exact","TCf2UtHO3JueCnIXfhIO"
"4","Club","Western Carolina","Western Carolina University","contains","TCf2UtHO3JueCnIXfhIO"
"4","Club","Western Colorado Univ.","Western Colorado University","exact","DsEedQ4ZG9a6TYW3ljJB"
"4","Club","Western Kentucky Univ.","Western Kentucky University","exact","2Sy5zKNGGfWl4zcYoEIn"
"4","Club","Western Kentucky","Western Kentucky University","contains","2Sy5zKNGGfWl4zcYoEIn"
"4","Club","Western New England Univ.","Western New England University","exact","O9R6czveyHLDmhgwe5nW"
"4","Club","Western Oregon Univ.","Western Oregon University","exact","wkQdb8qFKl3tEynGretB"
"4","Club","Westfield State Univ.","Westfield State University","exact","0yCiefLVYuYQrEgwZJzP"
"4","Club","Wheaton College","Wheaton College","exact","f85EJIdenYpAMfC8cO7w"
"4","Club","Widener Univ.","Widener University","exact","9KDskT8pEG0CYNVM2oDG"
"4","Club","Willamette Univ.","Willamette University","exact","bAgGLWZjXbYosDcgxvo0"
"4","Club","WIlliam Paterson Univ.","William Paterson University","exact","VnsoGzXP66glpSaRSyC3"
"4","Club","Williams College","Williams College","exact","JgOxLvcc89moiugR6pRM"
"4","Club","Winona State Univ.","Winona State University","exact","HjoEPIGjvsiX6LT5IvlY"
"4","Club","Worcester Polytechnic Institute","Worcester Polytechnic Institute","exact","csEzJH8IeELwSZ1hVWNH"
"4","Club","Xavier Univ.","Xavier University","exact","fC3bx0ZMNuvHE7U0Qcrx"
"4","Club","York College","York College of Pennsylvania","contains","1qjMry3v24IUomtysQip"
